epoch,loss,accuracy
1,0.6819188594818115,0.69
2,0.5466591864824295,0.69
3,0.5314752832055092,0.73
4,0.45409178733825684,0.87
5,0.48503587394952774,0.88
6,0.411186158657074,0.84
7,0.39419301599264145,0.83
8,0.39256320893764496,0.87
9,0.34627754986286163,0.89
10,0.34009481966495514,0.9
11,0.3763573095202446,0.87
12,0.33748815208673477,0.86
13,0.3961973525583744,0.88
14,0.30511509627103806,0.89
15,0.36130720376968384,0.89
16,0.35247791185975075,0.89
17,0.2841072082519531,0.87
18,0.3827262260019779,0.89
19,0.3624602444469929,0.91
20,0.27194733172655106,0.91
21,0.2533251754939556,0.91
22,0.25982536375522614,0.89
23,0.20459281280636787,0.89
24,0.2073596864938736,0.91
25,0.2361181676387787,0.92
26,0.3720374256372452,0.9
27,0.21117877215147018,0.91
28,0.18189708329737186,0.93
29,0.2774500399827957,0.9
30,0.3119816333055496,0.8
31,0.17739718966186047,0.68
32,0.31365176290273666,0.87
33,0.21437115408480167,0.92
34,0.22169271484017372,0.88
35,0.2532109171152115,0.92
36,0.2829879932105541,0.91
37,0.18327544629573822,0.83
38,0.18857316672801971,0.84
39,0.19414956867694855,0.86
40,0.4021044485270977,0.87
41,0.2107321247458458,0.87
42,0.22685545310378075,0.94
43,0.22572007030248642,0.91
44,0.3074391819536686,0.91
45,0.16732392460107803,0.88
46,0.15200583450496197,0.88
47,0.20775295421481133,0.87
48,0.1714231986552477,0.88
49,0.19752303138375282,0.89
50,0.16511067003011703,0.91
51,0.15354103967547417,0.94
52,0.19622976146638393,0.9
53,0.2134546935558319,0.93
54,0.1637977734208107,0.95
55,0.12082459405064583,0.96
56,0.14244581409730017,0.95
57,0.2722843401134014,0.88
58,0.11142313852906227,0.84
59,0.21028065122663975,0.92
60,0.24169958010315895,0.74
61,0.34978852793574333,0.75
62,0.13548819022253156,0.79
63,0.23821163177490234,0.91
64,0.2406322956085205,0.95
65,0.18843330442905426,0.94
66,0.17084648832678795,0.94
67,0.32696194015443325,0.94
68,0.13478553108870983,0.86
69,0.2290314920246601,0.86
70,0.16190434992313385,0.85
71,0.2574097663164139,0.97
72,0.14370699413120747,0.83
73,0.25386809185147285,0.94
74,0.3121207654476166,0.94
75,0.1505868099629879,0.92
76,0.21363054402172565,0.92
77,0.13959986343979836,0.91
78,0.10538145923055708,0.84
79,0.1386875994503498,0.86
80,0.1751648597419262,0.94
81,0.11428188718855381,0.97
82,0.20848033390939236,0.94
83,0.11096377996727824,0.93
84,0.15363279357552528,0.95
85,0.10718361660838127,0.94
86,0.1128021078184247,0.97
87,0.10605381801724434,0.96
88,0.10026940330862999,0.97
89,0.2564221881330013,0.98
90,0.09804558381438255,0.89
91,0.13655760744586587,0.94
92,0.19038712419569492,0.94
93,0.16511614806950092,0.88
94,0.1548532173037529,0.83
95,0.14124817214906216,0.88
96,0.2439729981124401,0.92
97,0.09709733538329601,0.93
98,0.23019449785351753,0.98
99,0.08106056088581681,0.98
100,0.23747547715902328,0.97
